date,product_id,product_name,category,current_price,competitor_price,cost,day_of_week,month,is_weekend,is_festival,inventory_level,customer_segment,demand,revenue,profit,price_difference,discount_percentage,price_ratio,profit_margin,rolling_avg_demand,inventory_level_encoded,customer_segment_encoded,category_encoded
2025-10-11,P003,Mechanical Keyboard,Electronics,3617,4038,2100,5,10,1,0,Medium,Standard,63,227871,95571,421,10.43,0.896,41.94,54.43,2,2,1
2025-10-12,P003,Mechanical Keyboard,Electronics,3357,3496,2100,6,10,1,0,Medium,Budget,57,191349,71649,139,3.98,0.96,37.44,53.14,2,0,1
2025-10-13,P003,Mechanical Keyboard,Electronics,3476,3239,2100,0,10,0,0,Medium,Premium,5,17380,6880,-237,-7.32,1.073,39.59,41.71,2,1,1
2025-10-14,P003,Mechanical Keyboard,Electronics,3637,3960,2100,1,10,0,0,Medium,Premium,72,261864,110664,323,8.16,0.918,42.26,43.57,2,1,1
2025-10-14,P003,Mechanical Keyboard,Electronics,3740,3768,2100,1,10,0,0,Medium,Premium,49,183260,80360,28,0.74,0.993,43.85,50.57,2,1,1
2025-10-16,P003,Mechanical Keyboard,Electronics,3661,3501,2100,3,10,0,0,Medium,Standard,8,29288,12488,-160,-4.57,1.046,42.64,45.71,2,2,1
2025-10-16,P003,Mechanical Keyboard,Electronics,3170,3397,2100,3,10,0,0,Low,Standard,76,240920,81320,227,6.68,0.933,33.75,47.14,1,2,1
2025-10-17,P003,Mechanical Keyboard,Electronics,3776,3400,2100,4,10,0,0,Medium,Standard,0,0,0,-376,-11.06,1.111,44.39,38.14,2,2,1
2025-10-17,P003,Mechanical Keyboard,Electronics,3273,3280,2100,4,10,0,0,Medium,Budget,23,75279,26979,7,0.21,0.998,35.84,33.29,2,0,1
2025-10-18,P003,Mechanical Keyboard,Electronics,3735,3521,2100,5,10,1,0,Medium,Standard,9,33615,14715,-214,-6.08,1.061,43.78,33.86,2,2,1
2025-10-18,P003,Mechanical Keyboard,Electronics,3590,3428,2100,5,10,1,0,Medium,Standard,12,43080,17880,-162,-4.73,1.047,41.5,25.29,2,2,1
2025-10-18,P003,Mechanical Keyboard,Electronics,3308,3791,2100,5,10,1,0,Medium,Standard,104,344032,125632,483,12.74,0.873,36.52,33.14,2,2,1
2025-10-18,P003,Mechanical Keyboard,Electronics,3173,3143,2100,5,10,1,0,Medium,Budget,29,92017,31117,-30,-0.95,1.01,33.82,36.14,2,0,1
2025-10-19,P003,Mechanical Keyboard,Electronics,3325,2827,2100,6,10,1,0,Low,Standard,0,0,0,-498,-17.62,1.176,36.84,25.29,1,2,1
2025-10-19,P003,Mechanical Keyboard,Electronics,3601,3098,2100,6,10,1,0,High,Standard,0,0,0,-503,-16.24,1.162,41.68,25.29,0,2,1
2025-10-24,P003,Mechanical Keyboard,Electronics,3257,3572,2100,4,10,0,1,Medium,Budget,80,260560,92560,315,8.82,0.912,35.52,33.43,2,0,1
2025-10-25,P003,Mechanical Keyboard,Electronics,3191,2741,2100,5,10,1,0,High,Standard,0,0,0,-450,-16.42,1.164,34.19,32.14,0,2,1
2025-10-26,P003,Mechanical Keyboard,Electronics,3255,2858,2100,6,10,1,0,Medium,Premium,26,84630,30030,-397,-13.89,1.139,35.48,34.14,2,1,1
2025-10-27,P003,Mechanical Keyboard,Electronics,3571,3910,2100,0,10,0,0,High,Budget,65,232115,95615,339,8.67,0.913,41.19,28.57,0,0,1
2025-10-27,P003,Mechanical Keyboard,Electronics,3744,4285,2100,0,10,0,0,Medium,Budget,68,254592,111792,541,12.63,0.874,43.91,34.14,2,0,1
2025-10-27,P003,Mechanical Keyboard,Electronics,3377,2891,2100,0,10,0,0,High,Budget,0,0,0,-486,-16.81,1.168,37.81,34.14,0,0,1
2025-10-28,P003,Mechanical Keyboard,Electronics,3456,3018,2100,1,10,0,0,Low,Premium,8,27648,10848,-438,-14.51,1.145,39.24,35.29,1,1,1
2025-10-30,P003,Mechanical Keyboard,Electronics,3832,3644,2100,3,10,0,0,Low,Standard,27,103464,46764,-188,-5.16,1.052,45.2,27.71,1,2,1
2025-11-02,P003,Mechanical Keyboard,Electronics,3408,3187,2100,6,11,1,0,High,Standard,41,139728,53628,-221,-6.93,1.069,38.38,33.57,0,2,1
2025-11-03,P003,Mechanical Keyboard,Electronics,3701,3815,2100,0,11,0,0,Medium,Premium,64,236864,102464,114,2.99,0.97,43.26,39.0,2,1,1
2025-11-05,P003,Mechanical Keyboard,Electronics,3481,3307,2100,2,11,0,0,Medium,Premium,32,111392,44192,-174,-5.26,1.053,39.67,34.29,2,1,1
2025-11-06,P003,Mechanical Keyboard,Electronics,3277,3242,2100,3,11,0,0,Low,Standard,60,196620,70620,-35,-1.08,1.011,35.92,33.14,1,2,1
2025-11-06,P003,Mechanical Keyboard,Electronics,3215,3530,2100,3,11,0,0,Low,Standard,92,295780,102580,315,8.92,0.911,34.68,46.29,1,2,1
2025-11-07,P003,Mechanical Keyboard,Electronics,3355,3620,2100,4,11,0,0,High,Budget,89,298595,111695,265,7.32,0.927,37.41,57.86,0,0,1
2025-11-08,P003,Mechanical Keyboard,Electronics,3519,3640,2100,5,11,1,0,Medium,Budget,85,299115,120615,121,3.32,0.967,40.32,66.14,2,0,1
2025-11-10,P003,Mechanical Keyboard,Electronics,3428,3387,2100,0,11,0,0,High,Premium,48,164544,63744,-41,-1.21,1.012,38.74,67.14,0,1,1
2025-11-11,P003,Mechanical Keyboard,Electronics,3664,3678,2100,1,11,0,0,High,Standard,70,256480,109480,14,0.38,0.996,42.69,68.0,0,2,1
2025-11-11,P003,Mechanical Keyboard,Electronics,3250,2893,2100,1,11,0,0,High,Premium,22,71500,25300,-357,-12.34,1.123,35.38,66.57,0,1,1
2025-11-11,P003,Mechanical Keyboard,Electronics,3174,3172,2100,1,11,0,0,Medium,Standard,75,238050,80550,-2,-0.06,1.001,33.84,68.71,2,2,1
2025-11-12,P003,Mechanical Keyboard,Electronics,3688,3291,2100,2,11,0,0,High,Budget,0,0,0,-397,-12.06,1.121,43.06,55.57,0,0,1
2025-11-14,P003,Mechanical Keyboard,Electronics,3841,3570,2100,4,11,0,0,Medium,Budget,18,69138,31338,-271,-7.59,1.076,45.33,45.43,2,0,1
2025-11-14,P003,Mechanical Keyboard,Electronics,3434,3214,2100,4,11,0,0,Medium,Standard,13,44642,17342,-220,-6.85,1.068,38.85,35.14,2,2,1
2025-11-15,P003,Mechanical Keyboard,Electronics,3603,3580,2100,5,11,1,0,Medium,Standard,47,169341,70641,-23,-0.64,1.006,41.72,35.0,2,2,1
2025-11-15,P003,Mechanical Keyboard,Electronics,3357,3517,2100,5,11,1,0,Low,Standard,82,275274,103074,160,4.55,0.955,37.44,36.71,1,2,1
2025-11-16,P003,Mechanical Keyboard,Electronics,3184,2766,2100,6,11,1,0,Low,Budget,12,38208,13008,-418,-15.11,1.151,34.05,35.29,1,0,1
2025-11-17,P003,Mechanical Keyboard,Electronics,3594,4023,2100,0,11,0,0,Medium,Budget,92,330648,137448,429,10.66,0.893,41.57,37.71,2,0,1
2025-11-17,P003,Mechanical Keyboard,Electronics,3423,3849,2100,0,11,0,0,Low,Standard,67,229341,88641,426,11.07,0.889,38.65,47.29,1,2,1
2025-11-20,P003,Mechanical Keyboard,Electronics,3611,3269,2100,3,11,0,0,Low,Budget,19,68609,28709,-342,-10.46,1.105,41.84,47.43,1,0,1
2025-11-21,P003,Mechanical Keyboard,Electronics,3604,3653,2100,4,11,0,0,Low,Standard,46,165784,69184,49,1.34,0.987,41.73,52.14,1,2,1
2025-11-21,P003,Mechanical Keyboard,Electronics,3679,3143,2100,4,11,0,0,Low,Budget,4,14716,6316,-536,-17.05,1.171,42.92,46.0,1,0,1
2025-11-22,P003,Mechanical Keyboard,Electronics,3413,3825,2100,5,11,1,0,Low,Budget,89,303757,116857,412,10.77,0.892,38.47,47.0,1,0,1
2025-11-22,P003,Mechanical Keyboard,Electronics,3644,3375,2100,5,11,1,0,High,Premium,47,171268,72568,-269,-7.97,1.08,42.37,52.0,0,1,1
2025-11-23,P003,Mechanical Keyboard,Electronics,3387,2951,2100,6,11,1,0,Medium,Standard,27,91449,34749,-436,-14.77,1.148,38.0,42.71,2,2,1
2025-11-23,P003,Mechanical Keyboard,Electronics,3740,4215,2100,6,11,1,0,Medium,Budget,102,381480,167280,475,11.27,0.887,43.85,47.71,2,0,1
2025-11-23,P003,Mechanical Keyboard,Electronics,3345,3051,2100,6,11,1,0,Low,Standard,57,190665,70965,-294,-9.64,1.096,37.22,53.14,1,2,1
2025-11-23,P003,Mechanical Keyboard,Electronics,3407,2949,2100,6,11,1,0,High,Standard,3,10221,3921,-458,-15.53,1.155,38.36,47.0,0,2,1
2025-11-27,P003,Mechanical Keyboard,Electronics,3767,3430,2100,3,11,0,0,Medium,Standard,22,82874,36674,-337,-9.83,1.098,44.25,49.57,2,2,1
2025-11-27,P003,Mechanical Keyboard,Electronics,3207,3619,2100,3,11,0,0,Medium,Standard,70,224490,77490,412,11.38,0.886,34.52,46.86,2,2,1
2025-11-27,P003,Mechanical Keyboard,Electronics,3410,3475,2100,3,11,0,0,Medium,Standard,45,153450,58950,65,1.87,0.981,38.42,46.57,2,2,1
2025-11-29,P003,Mechanical Keyboard,Electronics,3157,3589,2100,5,11,1,0,High,Standard,103,325171,108871,432,12.04,0.88,33.48,57.43,0,2,1
2025-11-30,P003,Mechanical Keyboard,Electronics,3563,3434,2100,6,11,1,0,Medium,Standard,60,213780,87780,-129,-3.76,1.038,41.06,51.43,2,2,1
2025-11-30,P003,Mechanical Keyboard,Electronics,3328,2880,2100,6,11,1,0,Low,Budget,0,0,0,-448,-15.56,1.156,36.9,43.29,1,0,1
2025-12-01,P003,Mechanical Keyboard,Electronics,3779,3805,2100,0,12,0,0,Low,Standard,72,272088,120888,26,0.68,0.993,44.43,53.14,1,2,1
2025-12-01,P003,Mechanical Keyboard,Electronics,3412,3372,2100,0,12,0,0,Medium,Standard,29,98948,38048,-40,-1.19,1.012,38.45,54.14,2,2,1
2025-12-03,P003,Mechanical Keyboard,Electronics,3200,3478,2100,2,12,0,0,Medium,Standard,93,297600,102300,278,7.99,0.92,34.38,57.43,2,2,1
2025-12-03,P003,Mechanical Keyboard,Electronics,3774,3466,2100,2,12,0,0,High,Standard,7,26418,11718,-308,-8.89,1.089,44.36,52.0,0,2,1
2025-12-04,P003,Mechanical Keyboard,Electronics,3255,3189,2100,3,12,0,0,Medium,Budget,54,175770,62370,-66,-2.07,1.021,35.48,45.0,2,0,1
2025-12-04,P003,Mechanical Keyboard,Electronics,3723,3616,2100,3,12,0,0,Medium,Budget,46,171258,74658,-107,-2.96,1.03,43.59,43.0,2,0,1
2025-12-06,P003,Mechanical Keyboard,Electronics,3158,3306,2100,5,12,1,0,Medium,Standard,57,180006,60306,148,4.48,0.955,33.5,51.14,2,2,1
2025-12-07,P003,Mechanical Keyboard,Electronics,3212,3226,2100,6,12,1,0,Low,Standard,72,231264,80064,14,0.43,0.996,34.62,51.14,1,2,1
2025-12-07,P003,Mechanical Keyboard,Electronics,3711,3629,2100,6,12,1,0,Medium,Premium,86,319146,138546,-82,-2.26,1.023,43.41,59.29,2,1,1
2025-12-07,P003,Mechanical Keyboard,Electronics,3314,3440,2100,6,12,1,0,Medium,Premium,82,271748,99548,126,3.66,0.963,36.63,57.71,2,1,1
2025-12-09,P003,Mechanical Keyboard,Electronics,3741,3941,2100,1,12,0,0,High,Standard,52,194532,85332,200,5.07,0.949,43.87,64.14,0,2,1
2025-12-10,P003,Mechanical Keyboard,Electronics,3311,3491,2100,2,12,0,0,High,Budget,68,225148,82348,180,5.16,0.948,36.58,66.14,0,0,1
2025-12-10,P003,Mechanical Keyboard,Electronics,3289,3777,2100,2,12,0,0,Low,Budget,68,223652,80852,488,12.92,0.871,36.15,69.29,1,0,1
2025-12-11,P003,Mechanical Keyboard,Electronics,3635,3172,2100,3,12,0,0,Low,Budget,0,0,0,-463,-14.6,1.146,42.23,61.14,1,0,1
2025-12-12,P003,Mechanical Keyboard,Electronics,3757,4197,2100,4,12,0,0,Medium,Standard,83,311831,137531,440,10.48,0.895,44.1,62.71,2,2,1
2025-12-13,P003,Mechanical Keyboard,Electronics,3596,4085,2100,5,12,1,0,High,Standard,109,391964,163064,489,11.97,0.88,41.6,66.0,0,2,1
2025-12-13,P003,Mechanical Keyboard,Electronics,3715,4049,2100,5,12,1,0,Medium,Standard,92,341780,148580,334,8.25,0.918,43.47,67.43,2,2,1
2025-12-15,P003,Mechanical Keyboard,Electronics,3579,4019,2100,0,12,0,0,Medium,Standard,99,354321,146421,440,10.95,0.891,41.32,74.14,2,2,1
2025-12-15,P003,Mechanical Keyboard,Electronics,3195,3100,2100,0,12,0,0,High,Premium,33,105435,36135,-95,-3.06,1.031,34.27,69.14,0,1,1
2025-12-16,P003,Mechanical Keyboard,Electronics,3277,3033,2100,1,12,0,0,Medium,Standard,42,137634,49434,-244,-8.04,1.08,35.92,65.43,2,2,1
2025-12-17,P003,Mechanical Keyboard,Electronics,3416,3911,2100,2,12,0,0,Medium,Premium,84,286944,110544,495,12.66,0.873,38.52,77.43,2,1,1
2025-12-17,P003,Mechanical Keyboard,Electronics,3711,4035,2100,2,12,0,0,Low,Standard,69,256059,111159,324,8.03,0.92,43.41,75.43,1,2,1
2025-12-18,P003,Mechanical Keyboard,Electronics,3260,3673,2100,3,12,0,0,Low,Premium,119,387940,138040,413,11.24,0.888,35.58,76.86,1,1,1
2025-12-18,P003,Mechanical Keyboard,Electronics,3322,3399,2100,3,12,0,0,Low,Budget,65,215930,79430,77,2.27,0.977,36.79,73.0,1,0,1
2025-12-20,P003,Mechanical Keyboard,Electronics,3620,3655,2100,5,12,1,0,High,Budget,48,173760,72960,35,0.96,0.99,41.99,65.71,0,0,1
2025-12-22,P003,Mechanical Keyboard,Electronics,3156,2942,2100,0,12,0,0,Low,Standard,23,72588,24288,-214,-7.27,1.073,33.46,64.29,1,2,1
2025-12-23,P003,Mechanical Keyboard,Electronics,3629,3404,2100,1,12,0,0,Medium,Standard,9,32661,13761,-225,-6.61,1.066,42.13,59.57,2,2,1
2025-12-24,P003,Mechanical Keyboard,Electronics,3442,3227,2100,2,12,0,0,Medium,Budget,37,127354,49654,-215,-6.66,1.067,38.99,52.86,2,0,1
2025-12-25,P003,Mechanical Keyboard,Electronics,3234,3345,2100,3,12,0,1,High,Standard,63,203742,71442,111,3.32,0.967,35.06,52.0,0,2,1
2025-12-26,P003,Mechanical Keyboard,Electronics,3534,3548,2100,4,12,0,1,Medium,Premium,97,342798,139098,14,0.39,0.996,40.58,48.86,2,1,1
2025-12-26,P003,Mechanical Keyboard,Electronics,3694,3669,2100,4,12,0,1,Medium,Budget,61,225334,97234,-25,-0.68,1.007,43.15,48.29,2,0,1
2025-07-01,P004,Laptop Stand,Accessories,934,823,540,1,7,0,0,Medium,Standard,36,33624,14184,-111,-13.49,1.135,42.18,36.0,2,2,0
2025-07-01,P004,Laptop Stand,Accessories,858,856,540,1,7,0,0,Low,Standard,42,36036,13356,-2,-0.23,1.002,37.06,39.0,1,2,0
2025-07-03,P004,Laptop Stand,Accessories,913,810,540,3,7,0,0,Medium,Premium,35,31955,13055,-103,-12.72,1.127,40.85,37.67,2,1,0
2025-07-03,P004,Laptop Stand,Accessories,852,741,540,3,7,0,0,Medium,Budget,54,46008,16848,-111,-14.98,1.15,36.62,41.75,2,0,0
2025-07-04,P004,Laptop Stand,Accessories,831,802,540,4,7,0,0,Medium,Standard,50,41550,14550,-29,-3.62,1.036,35.02,43.4,2,2,0
2025-07-04,P004,Laptop Stand,Accessories,988,1081,540,4,7,0,0,Medium,Standard,75,74100,33600,93,8.6,0.914,45.34,48.67,2,2,0
2025-07-04,P004,Laptop Stand,Accessories,950,841,540,4,7,0,0,Medium,Premium,32,30400,13120,-109,-12.96,1.13,43.16,46.29,2,1,0
2025-07-05,P004,Laptop Stand,Accessories,975,986,540,5,7,1,0,High,Standard,35,34125,15225,11,1.12,0.989,44.62,46.14,0,2,0
2025-07-07,P004,Laptop Stand,Accessories,901,982,540,0,7,0,0,Medium,Standard,86,77486,31046,81,8.25,0.918,40.07,52.43,2,2,0
2025-07-07,P004,Laptop Stand,Accessories,817,881,540,0,7,0,0,High,Standard,44,35948,12188,64,7.26,0.927,33.9,53.71,0,2,0
2025-07-09,P004,Laptop Stand,Accessories,828,715,540,2,7,0,0,Medium,Standard,38,31464,10944,-113,-15.8,1.158,34.78,51.43,2,2,0
2025-07-10,P004,Laptop Stand,Accessories,921,802,540,3,7,0,0,Medium,Budget,42,38682,16002,-119,-14.84,1.148,41.37,50.29,2,0,0
2025-07-12,P004,Laptop Stand,Accessories,955,982,540,5,7,1,0,Medium,Standard,83,79265,34445,27,2.75,0.973,43.46,51.43,2,2,0
2025-07-13,P004,Laptop Stand,Accessories,899,1005,540,6,7,1,0,High,Premium,53,47647,19027,106,10.55,0.895,39.93,54.43,0,1,0
2025-07-13,P004,Laptop Stand,Accessories,988,1053,540,6,7,1,0,Medium,Premium,106,104728,47488,65,6.17,0.938,45.34,64.57,2,1,0
2025-07-14,P004,Laptop Stand,Accessories,925,951,540,0,7,0,0,Medium,Budget,56,51800,21560,26,2.73,0.973,41.62,60.29,2,0,0
2025-07-14,P004,Laptop Stand,Accessories,811,822,540,0,7,0,0,High,Budget,59,47849,15989,11,1.34,0.987,33.42,62.43,0,0,0
2025-07-15,P004,Laptop Stand,Accessories,816,791,540,1,7,0,0,High,Standard,33,26928,9108,-25,-3.16,1.032,33.82,61.71,0,2,0
2025-07-15,P004,Laptop Stand,Accessories,924,955,540,1,7,0,0,High,Standard,54,49896,20736,31,3.25,0.968,41.56,63.43,0,2,0
2025-07-15,P004,Laptop Stand,Accessories,938,1012,540,1,7,0,0,Low,Standard,54,50652,21492,74,7.31,0.927,42.43,59.29,1,2,0
2025-07-15,P004,Laptop Stand,Accessories,935,878,540,1,7,0,0,High,Budget,59,55165,23305,-57,-6.49,1.065,42.25,60.14,0,0,0
2025-07-16,P004,Laptop Stand,Accessories,980,1125,540,2,7,0,0,High,Premium,59,57820,25960,145,12.89,0.871,44.9,53.43,0,1,0
2025-07-17,P004,Laptop Stand,Accessories,886,806,540,3,7,0,0,Medium,Budget,15,13290,5190,-80,-9.93,1.099,39.05,47.57,2,0,0
2025-07-18,P004,Laptop Stand,Accessories,920,1008,540,4,7,0,0,High,Premium,52,47840,19760,88,8.73,0.913,41.3,46.57,0,1,0
2025-07-20,P004,Laptop Stand,Accessories,877,900,540,6,7,1,0,Medium,Standard,77,67529,25949,23,2.56,0.974,38.43,52.86,2,2,0
2025-07-21,P004,Laptop Stand,Accessories,913,1035,540,0,7,0,0,Low,Standard,99,90387,36927,122,11.79,0.882,40.85,59.29,1,2,0
2025-07-22,P004,Laptop Stand,Accessories,836,754,540,1,7,0,0,Low,Standard,26,21736,7696,-82,-10.88,1.109,35.41,55.29,1,2,0
2025-07-22,P004,Laptop Stand,Accessories,954,1021,540,1,7,0,0,Medium,Premium,79,75366,32706,67,6.56,0.934,43.4,58.14,2,1,0
2025-07-23,P004,Laptop Stand,Accessories,984,901,540,2,7,0,0,High,Budget,35,34440,15540,-83,-9.21,1.092,45.12,54.71,0,0,0
2025-07-24,P004,Laptop Stand,Accessories,823,722,540,3,7,0,0,Medium,Budget,48,39504,13584,-101,-13.99,1.14,34.39,59.43,2,0,0
2025-07-24,P004,Laptop Stand,Accessories,922,987,540,3,7,0,0,High,Standard,73,67306,27886,65,6.59,0.934,41.43,62.43,0,2,0
2025-07-25,P004,Laptop Stand,Accessories,969,846,540,4,7,0,0,High,Budget,35,33915,15015,-123,-14.54,1.145,44.27,56.43,0,0,0
2025-07-25,P004,Laptop Stand,Accessories,870,787,540,4,7,0,0,Low,Premium,59,51330,19470,-83,-10.55,1.105,37.93,50.71,1,1,0
2025-07-25,P004,Laptop Stand,Accessories,879,981,540,4,7,0,0,Medium,Budget,55,48345,18645,102,10.4,0.896,38.57,54.86,2,0,0
2025-07-26,P004,Laptop Stand,Accessories,815,727,540,5,7,1,0,High,Standard,26,21190,7150,-88,-12.1,1.121,33.74,47.29,0,2,0
2025-07-27,P004,Laptop Stand,Accessories,941,1010,540,6,7,1,0,Medium,Standard,41,38581,16441,69,6.83,0.932,42.61,48.14,2,2,0
2025-07-27,P004,Laptop Stand,Accessories,977,916,540,6,7,1,0,Medium,Standard,73,71321,31901,-61,-6.66,1.067,44.73,51.71,2,2,0
2025-07-28,P004,Laptop Stand,Accessories,972,1098,540,0,7,0,0,Medium,Budget,59,57348,25488,126,11.48,0.885,44.44,49.71,2,0,0
2025-07-28,P004,Laptop Stand,Accessories,917,946,540,0,7,0,0,Medium,Premium,86,78862,32422,29,3.07,0.969,41.11,57.0,2,1,0
2025-07-30,P004,Laptop Stand,Accessories,812,792,540,2,7,0,0,Low,Premium,68,55216,18496,-20,-2.53,1.025,33.5,58.29,1,1,0
2025-07-31,P004,Laptop Stand,Accessories,841,854,540,3,7,0,0,Medium,Budget,45,37845,13545,13,1.52,0.985,35.79,56.86,2,0,0
2025-08-01,P004,Laptop Stand,Accessories,951,1007,540,4,8,0,0,High,Budget,36,34236,14796,56,5.56,0.944,43.22,58.29,0,0,0
2025-08-02,P004,Laptop Stand,Accessories,911,982,540,5,8,1,0,High,Standard,84,76524,31164,71,7.23,0.928,40.72,64.43,0,2,0
2025-08-02,P004,Laptop Stand,Accessories,942,962,540,5,8,1,0,High,Standard,69,64998,27738,20,2.08,0.979,42.68,63.86,0,2,0
2025-08-02,P004,Laptop Stand,Accessories,917,1036,540,5,8,1,0,Medium,Budget,50,45850,18850,119,11.49,0.885,41.11,62.57,2,0,0
2025-08-02,P004,Laptop Stand,Accessories,934,816,540,5,8,1,0,Medium,Standard,23,21482,9062,-118,-14.46,1.145,42.18,53.57,2,2,0
2025-08-03,P004,Laptop Stand,Accessories,879,974,540,6,8,1,0,High,Standard,70,61530,23730,95,9.75,0.902,38.57,53.86,0,2,0
2025-08-04,P004,Laptop Stand,Accessories,969,1070,540,0,8,0,0,Medium,Budget,76,73644,32604,101,9.44,0.906,44.27,58.29,2,0,0
2025-08-07,P004,Laptop Stand,Accessories,831,739,540,3,8,0,0,Low,Premium,31,25761,9021,-92,-12.45,1.124,35.02,57.57,1,1,0
2025-08-08,P004,Laptop Stand,Accessories,883,886,540,4,8,0,0,High,Premium,79,69757,27097,3,0.34,0.997,38.84,56.86,0,1,0
2025-08-08,P004,Laptop Stand,Accessories,826,715,540,4,8,0,0,Low,Budget,18,14868,5148,-111,-15.52,1.155,34.62,49.57,1,0,0
2025-08-08,P004,Laptop Stand,Accessories,818,717,540,4,8,0,0,Low,Standard,36,29448,10008,-101,-14.09,1.141,33.99,47.57,1,2,0
2025-08-09,P004,Laptop Stand,Accessories,943,805,540,5,8,1,0,Medium,Budget,55,51865,22165,-138,-17.14,1.171,42.74,52.14,2,0,0
2025-08-10,P004,Laptop Stand,Accessories,820,912,540,6,8,1,0,High,Standard,59,48380,16520,92,10.09,0.899,34.15,50.57,0,2,0
2025-08-10,P004,Laptop Stand,Accessories,862,937,540,6,8,1,0,Low,Premium,58,49996,18676,75,8.0,0.92,37.35,48.0,1,1,0
2025-08-13,P004,Laptop Stand,Accessories,927,1043,540,2,8,0,0,Medium,Budget,35,32445,13545,116,11.12,0.889,41.75,48.57,2,0,0
2025-08-14,P004,Laptop Stand,Accessories,879,822,540,3,8,0,0,High,Budget,55,48345,18645,-57,-6.93,1.069,38.57,45.14,0,0,0
2025-08-14,P004,Laptop Stand,Accessories,847,965,540,3,8,0,0,High,Premium,60,50820,18420,118,12.23,0.878,36.25,51.14,0,1,0
2025-08-14,P004,Laptop Stand,Accessories,872,926,540,3,8,0,0,Medium,Standard,74,64528,24568,54,5.83,0.942,38.07,56.57,2,2,0
2025-08-14,P004,Laptop Stand,Accessories,830,866,540,3,8,0,0,Medium,Premium,60,49800,17400,36,4.16,0.958,34.94,57.29,2,1,0
2025-08-15,P004,Laptop Stand,Accessories,978,872,540,4,8,0,1,Medium,Standard,56,54768,24528,-106,-12.16,1.122,44.79,56.86,2,2,0
2025-08-16,P004,Laptop Stand,Accessories,891,918,540,5,8,1,1,Medium,Standard,100,89100,35100,27,2.94,0.971,39.39,62.86,2,2,0
2025-08-17,P004,Laptop Stand,Accessories,922,819,540,6,8,1,0,Medium,Standard,43,39646,16426,-103,-12.58,1.126,41.43,64.0,2,2,0
2025-08-18,P004,Laptop Stand,Accessories,899,1007,540,0,8,0,0,Medium,Premium,68,61132,24412,108,10.72,0.893,39.93,65.86,2,1,0
2025-08-18,P004,Laptop Stand,Accessories,964,896,540,0,8,0,0,Medium,Premium,78,75192,33072,-68,-7.59,1.076,43.98,68.43,2,1,0
2025-08-19,P004,Laptop Stand,Accessories,876,773,540,1,8,0,0,Medium,Budget,62,54312,20832,-103,-13.32,1.133,38.36,66.71,2,0,0
2025-08-19,P004,Laptop Stand,Accessories,927,967,540,1,8,0,0,Low,Budget,36,33372,13932,40,4.14,0.959,41.75,63.29,1,0,0
2025-08-20,P004,Laptop Stand,Accessories,938,871,540,2,8,0,0,Medium,Standard,30,28140,11940,-67,-7.69,1.077,42.43,59.57,2,2,0
2025-08-21,P004,Laptop Stand,Accessories,978,1014,540,3,8,0,0,High,Premium,29,28362,12702,36,3.55,0.964,44.79,49.43,0,1,0
2025-08-22,P004,Laptop Stand,Accessories,857,948,540,4,8,0,0,Low,Budget,68,58276,21556,91,9.6,0.904,36.99,53.0,1,0,0
2025-08-22,P004,Laptop Stand,Accessories,941,986,540,4,8,0,0,High,Budget,50,47050,20050,45,4.56,0.954,42.61,50.43,0,0,0
2025-08-23,P004,Laptop Stand,Accessories,934,876,540,5,8,1,0,Medium,Standard,63,58842,24822,-58,-6.62,1.066,42.18,48.29,2,2,0
2025-08-24,P004,Laptop Stand,Accessories,907,970,540,6,8,1,0,Medium,Standard,68,61676,24956,63,6.49,0.935,40.46,49.14,2,2,0
2025-08-24,P004,Laptop Stand,Accessories,893,793,540,6,8,1,0,Medium,Budget,42,37506,14826,-100,-12.61,1.126,39.53,50.0,2,0,0
2025-08-24,P004,Laptop Stand,Accessories,909,937,540,6,8,1,0,Medium,Premium,81,73629,29889,28,2.99,0.97,40.59,57.29,2,1,0
2025-08-25,P004,Laptop Stand,Accessories,934,820,540,0,8,0,0,Medium,Premium,43,40162,16942,-114,-13.9,1.139,42.18,59.29,2,1,0
2025-08-26,P004,Laptop Stand,Accessories,881,979,540,1,8,0,0,Medium,Standard,80,70480,27280,98,10.01,0.9,38.71,61.0,2,2,0
2025-08-29,P004,Laptop Stand,Accessories,817,780,540,4,8,0,0,High,Standard,28,22876,7756,-37,-4.74,1.047,33.9,57.86,0,2,0
2025-08-29,P004,Laptop Stand,Accessories,954,848,540,4,8,0,0,High,Standard,34,32436,14076,-106,-12.5,1.125,43.4,53.71,0,2,0
2025-08-31,P004,Laptop Stand,Accessories,862,934,540,6,8,1,0,Medium,Budget,77,66374,24794,72,7.71,0.923,37.35,55.0,2,0,0
2025-08-31,P004,Laptop Stand,Accessories,907,974,540,6,8,1,0,High,Standard,63,57141,23121,67,6.88,0.931,40.46,58.0,0,2,0
2025-09-01,P004,Laptop Stand,Accessories,832,880,540,0,9,0,0,Medium,Standard,58,48256,16936,48,5.45,0.945,35.1,54.71,2,2,0
2025-09-03,P004,Laptop Stand,Accessories,849,878,540,2,9,0,0,Low,Standard,88,74712,27192,29,3.3,0.967,36.4,61.14,1,2,0
2025-09-03,P004,Laptop Stand,Accessories,981,910,540,2,9,0,0,Medium,Premium,54,52974,23814,-71,-7.8,1.078,44.95,57.43,2,1,0
